8258;8258;8258;8258;8258;8258;8258;8258;8258;8258;8258;8293;8100;8020;7852;7719;7622;7514;7479;7414;7279;7126;7064;6991;6890;6981;7016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8088;8088;8088;8088;8088;8088;8088;8088;8088;8088;8088;8117;7957;7885;7725;7598;7538;7351;7317;7238;7105;6954;6891;6815;6782;6863;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8049;8049;8049;8049;8049;8049;8049;8049;8049;8049;8049;8057;7851;7783;7627;7469;7415;7225;7164;7072;6940;6789;6748;6708;6668;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8006;8006;8006;8006;8006;8006;8006;8006;8006;8006;8006;7990;7785;7716;7560;7367;7310;7116;7052;6952;6819;6666;6642;6595;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7881;7881;7881;7881;7881;7881;7881;7881;7881;7881;7881;7848;7662;7597;7446;7253;7192;6995;6929;6854;6718;6562;6530;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7748;7748;7748;7748;7748;7748;7748;7748;7748;7748;7748;7629;7480;7430;7279;7087;7028;6829;6766;6683;6613;6451;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7694;7694;7694;7694;7694;7694;7694;7694;7694;7694;7694;7548;7401;7345;7189;6994;6931;6727;6661;6578;6502;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7550;7550;7550;7550;7550;7550;7550;7550;7550;7550;7550;7387;7253;7199;7044;6850;6786;6581;6557;6467;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7489;7489;7489;7489;7489;7489;7489;7489;7489;7489;7489;7298;7157;7100;6941;6746;6679;6478;6446;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7426;7426;7426;7426;7426;7426;7426;7426;7426;7426;7426;7202;7056;6996;6834;6638;6574;6369;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7359;7359;7359;7359;7359;7359;7359;7359;7359;7359;7359;7100;6950;6887;6724;6534;6463;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7291;7291;7291;7291;7291;7291;7291;7291;7291;7291;7291;6997;6843;6778;6619;6424;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6935;6935;6935;6935;6935;6935;6935;6935;6935;6935;6935;6640;6546;6672;6507;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6860;6860;6860;6860;6860;6860;6860;6860;6860;6860;6860;6528;6444;6560;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6782;6782;6782;6782;6782;6782;6782;6782;6782;6782;6782;6426;6335;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6607;6607;6607;6607;6607;6607;6607;6607;6607;6607;6676;6318;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6528;6528;6528;6528;6528;6528;6528;6528;6528;6504;6563;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6449;6449;6449;6449;6449;6449;6449;6449;6426;6394;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6371;6371;6371;6371;6371;6371;6371;6348;6318;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6292;6292;6292;6292;6292;6292;6271;6241;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6181;6181;6181;6181;6181;6193;6165;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6113;6113;6113;6113;6084;6089;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6027;6027;6027;6017;5981;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5939;5939;5933;5916;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5852;5846;5833;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5760;5747;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5663;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
