20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64
10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;0;0;0
9859;9859;9859;9859;9859;9859;9859;9859;9859;9859;9859;9868;9843;9844;9827;9818;9805;9801;9787;9751;9751;9756;9772;9769;9751;9774;9814;9832;9846;9850;9857;9869;9903;9895;9895;9881;9864;9872;9856;9840;9843;9831;0;0;0
9699;9699;9699;9699;9699;9699;9699;9699;9699;9699;9699;9731;9698;9705;9669;9663;9641;9640;9620;9566;9562;9543;9580;9578;9567;9619;9656;9698;9713;9709;9721;9721;9772;9735;9752;9738;9713;9721;9672;9686;9677;0;0;0;0
9534;9534;9534;9534;9534;9534;9534;9534;9534;9534;9534;9538;9537;9562;9523;9509;9495;9501;9462;9414;9424;9416;9432;9417;9394;9458;9493;9529;9534;9511;9514;9526;9571;9523;9549;9533;9502;9509;9521;9523;0;0;0;0;0
9331;9331;9331;9331;9331;9331;9331;9331;9331;9331;9331;9364;9306;9328;9301;9281;9258;9269;9253;9214;9214;9210;9243;9265;9249;9303;9332;9373;9360;9328;9316;9297;9331;9242;9268;9257;9224;9360;9360;0;0;0;0;0;0
9163;9163;9163;9163;9163;9163;9163;9163;9163;9163;9163;9174;9120;9131;9084;9039;9038;9051;9050;9018;9012;8979;9010;9014;8990;9049;9093;9119;9138;9102;9104;9056;9084;8983;8968;8977;9080;9202;0;0;0;0;0;0;0
8994;8994;8994;8994;8994;8994;8994;8994;8994;8994;8994;9013;8985;8997;8908;8874;8852;8861;8864;8861;8843;8800;8817;8816;8791;8835;8874;8887;8900;8839;8843;8772;8764;8651;8650;8836;8927;0;0;0;0;0;0;0;0
8874;8874;8874;8874;8874;8874;8874;8874;8874;8874;8874;8913;8846;8872;8770;8734;8724;8757;8761;8762;8730;8670;8673;8686;8665;8693;8707;8712;8709;8647;8656;8565;8559;8422;8515;8687;0;0;0;0;0;0;0;0;0
8761;8761;8761;8761;8761;8761;8761;8761;8761;8761;8761;8815;8771;8789;8665;8597;8573;8601;8590;8586;8537;8474;8444;8449;8435;8471;8486;8490;8492;8432;8463;8382;8357;8290;8371;0;0;0;0;0;0;0;0;0;0
8696;8696;8696;8696;8696;8696;8696;8696;8696;8696;8696;8756;8685;8695;8561;8455;8456;8445;8416;8397;8359;8279;8250;8265;8245;8293;8281;8320;8317;8267;8296;8202;8226;8150;0;0;0;0;0;0;0;0;0;0;0
8619;8619;8619;8619;8619;8619;8619;8619;8619;8619;8619;8687;8632;8606;8461;8380;8306;8280;8254;8218;8201;8107;8085;8044;8013;8049;8059;8102;8090;8024;8018;8074;8087;0;0;0;0;0;0;0;0;0;0;0;0
8571;8571;8571;8571;8571;8571;8571;8571;8571;8571;8571;8641;8542;8527;8386;8311;8222;8154;8141;8101;8085;7967;7925;7904;7856;7885;7874;7930;7897;7839;7892;7938;0;0;0;0;0;0;0;0;0;0;0;0;0
8429;8429;8429;8429;8429;8429;8429;8429;8429;8429;8429;8506;8410;8384;8231;8165;8067;7995;7982;7936;7881;7784;7718;7650;7592;7583;7586;7655;7618;7716;7759;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8321;8321;8321;8321;8321;8321;8321;8321;8321;8321;8321;8400;8325;8307;8158;8071;7978;7893;7890;7857;7778;7648;7562;7487;7405;7396;7407;7469;7499;7586;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8305;8305;8305;8305;8305;8305;8305;8305;8305;8305;8305;8372;8297;8278;8129;8042;7948;7864;7843;7805;7694;7554;7448;7366;7271;7250;7250;7352;7373;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8283;8283;8283;8283;8283;8283;8283;8283;8283;8283;8283;8335;8222;8172;7996;7886;7778;7708;7679;7631;7515;7357;7252;7183;7084;7092;7136;7228;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
