20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65
10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000
4413,85071;4638,118708;4848,148801;5026,380082;5159,465076;5272,98758;5356,80707;5426,765363;5476,792339;5525,674407;5567,260827;5613,560217;5644,832354;5669,527689;5654,428786;5629,266043;5580,920925;5548,328989;5531,253836;5531,57472;5542,690927;5572,102755;5605,710643;5637,420854;5651,963361;5665,802648;5716,220243;5786,461734;5872,401253;5982,695187;6097,205037;6217,129414;6349,401326;6477,427151;6592,42422;6689,702762;6777,665916;6844,67084;6872,341536;6837,767167;6777,216058;6747,375987;6710,30056;6698,078562;6667,82632;6647,103505
2675,954761;2854,683222;3023,994708;3169,204773;3286,402415;3394,587242;3478,058736;3549,936849;3604,295027;3654,025222;3699,105256;3749,047606;3791,5046;3822,693314;3815,439817;3790,74232;3747,13421;3717,085597;3702,865658;3704,911114;3714,90096;3741,380817;3774,014121;3808,519153;3826,603933;3846,073825;3905,443842;3983,520534;4077,806905;4199,749796;4335,491013;4478,525676;4631,488325;4778,411374;4917,132803;5043,241214;5153,719037;5241,377011;5275,348887;5221,959336;5130,318912;5064,803981;4997,934389;4975,193507;4949,992638;4930,548252
1939,43829;2064,471172;2172,635628;2274,139402;2367,418689;2456,364925;2528,171289;2589,510887;2640,729875;2687,387746;2730,917142;2779,878042;2823,220567;2856,941355;2859,052033;2843,619902;2813,199349;2792,085079;2784,283368;2791,237222;2802,828002;2824,394834;2853,074639;2884,79265;2905,546621;2931,455129;2989,109026;3065,025868;3157,143414;3274,510243;3408,716152;3549,59322;3699,197899;3843,370402;3983,397569;4116,644472;4236,683403;4326,976683;4357,953416;4295,323763;4187,286206;4101,322153;4014,239179;3982,712906;3963,337046;3957,172187
1535,608814;1614,791204;1677,85621;1745,820819;1814,855645;1886,05541;1943,725801;1996,221192;2043,210587;2087,118292;2128,525428;2173,362702;2214,489229;2249,974605;2261,741756;2258,800786;2242,457241;2231,406727;2231,117083;2243,387978;2259,246519;2279,194034;2305,371197;2336,002839;2359,668627;2388,511668;2443,486473;2517,316547;2603,835494;2712,87525;2841,260668;2973,972177;3115,834386;3253,687973;3387,734455;3524,020069;3647,022756;3736,206639;3761,869542;3693,811955;3576,285966;3487,677539;3396,094677;3358,493732;3334,754085;3324,548319
1256,405717;1304,636032;1342,609229;1385,952859;1433,511642;1489,344014;1534,482907;1580,124363;1623,155026;1665,729883;1704,199675;1744,457974;1784,184338;1820,795574;1839,83435;1847,768973;1843,552081;1842,298628;1848,531356;1867,047377;1887,638809;1909,474048;1935,124706;1965,3208;1989,260632;2019,445087;2074,881975;2147,156184;2225,94421;2326,996823;2447,040163;2571,277532;2705,798547;2837,026746;2965,998681;3102,015847;3225,079808;3309,993857;3331,076551;3260,719379;3137,732239;3049,286268;2965,427878;2926,427154;2894,75202;2879,50752
1035,742276;1068,103482;1091,135411;1119,782897;1154,715118;1197,927417;1232,814955;1272,357643;1312,748866;1354,360865;1390,558138;1426,659383;1463,901452;1500,681294;1524,907405;1540,514515;1545,207003;1551,304796;1563,139172;1588,01057;1611,34234;1634,785022;1660,365078;1690,638285;1714,896136;1746,193351;1801,583955;1872,339695;1944,853861;2038,200903;2149,648616;2267,307748;2395,087333;2520,28766;2646,085095;2779,673478;2899,214975;2979,464094;2996,832442;2924,087305;2798,877799;2713,906783;2639,146873;2603,966342;2568,659102;2536,716843
856,2363029;880,660843;896,4068607;917,406796;946,1441743;981,6011043;1009,170096;1044,298015;1082,527989;1122,72492;1155,520652;1188,874935;1223,667156;1259,736715;1286,211213;1305,382687;1316,594885;1328,995305;1344,916076;1371,586367;1396,227227;1420,31465;1447,635757;1477,475103;1502,362752;1535,376405;1588,824153;1657,229071;1725,720376;1812,924299;1917,535042;2029,094673;2150,680307;2270,427559;2392,363356;2522,456859;2636,455347;2712,957419;2727,802092;2653,309872;2525,936729;2443,411589;2376,951951;2346,531142;2312,75223;2271,378515
709,3821562;731,1651592;745,4524316;762,8331352;788,6694456;819,1937894;842,9561163;874,9591074;910,4956512;948,2982959;977,1888128;1008,700677;1041,833337;1077,035185;1102,576139;1121,695366;1136,234791;1154,218749;1173,738567;1200,112009;1224,858072;1250,404483;1278,107623;1307,6557;1331,991975;1365,328071;1417,652113;1483,111348;1549,823913;1632,906037;1730,801375;1836,71123;1952,303294;2065,670385;2182,318299;2309,26392;2419,714423;2492,099407;2503,166363;2425,436798;2295,603906;2215,544259;2159,265788;2133,548904;2098,669496;2045,558932
